BHK,Rent,Living Area,Area Type,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Postal Code
1,55000,505,1,1,1,1,1,400001
1,15000,275,0,2,1,1,0,400001
2,22000,640,1,1,2,2,1,400001
3,60000,1500,1,1,1,3,1,400001
2,49000,850,1,1,1,2,1,400001
2,34000,900,1,1,1,2,1,400001
1,24000,430,1,0,1,2,1,400001
4,270000,1649,1,1,2,3,1,400001
3,69000,1100,1,2,1,3,1,400001
3,120000,1200,1,1,1,3,1,400001
2,32000,680,1,2,2,2,1,400001
2,24000,600,1,1,0,2,0,400001
4,100000,1560,1,2,1,4,1,400001
5,600000,4500,1,0,0,5,1,400001
2,45000,771,1,2,1,2,1,400001
2,80000,800,1,1,1,2,1,400001
2,37000,800,0,1,0,2,1,400001
3,210000,1425,1,0,0,4,1,400001
4,190000,1750,1,1,1,4,1,400001
1,25000,475,1,2,0,2,1,400001
4,210000,2000,1,2,0,5,1,400001
3,200000,1375,1,1,2,3,1,400001
5,310000,2800,1,1,1,5,1,400001
1,26000,650,0,1,1,1,0,400001
2,27000,600,1,2,0,2,1,400001
1,26000,649,0,2,1,1,0,400001
2,60000,950,1,0,0,2,1,400001
1,12000,225,1,2,2,1,0,400001
2,180000,1000,1,0,1,2,1,400001
1,30000,330,1,0,2,1,1,400001
3,100000,1200,1,0,1,3,1,400001
3,140000,1270,1,1,0,3,1,400001
3,70000,920,1,2,1,3,1,400001
2,20000,630,1,2,2,2,1,400001
2,22000,670,1,0,2,2,1,400001
1,32000,450,0,0,1,1,0,400001
1,20000,265,0,2,1,1,0,400001
2,50000,600,1,1,1,2,1,400001
2,29000,670,1,2,2,2,0,400001
2,45000,650,1,1,1,2,1,400001
1,6500,422,1,1,2,2,1,400001
2,55000,955,1,2,1,2,1,400001
3,69999,1100,1,0,1,3,1,400001
1,18500,300,1,2,0,1,0,400001
2,50000,900,1,1,1,2,0,400001
2,45000,785,1,2,0,2,1,400001
3,85000,1350,1,0,2,3,1,400001
2,85000,900,1,1,1,2,1,400001
1,25000,400,1,2,0,1,1,400001
2,75000,800,1,1,0,3,1,400001
2,190000,895,1,1,1,2,1,400001
1,20000,625,0,1,1,1,0,400001
2,30000,720,1,1,1,2,1,400001
2,75000,750,1,0,1,2,1,400001
3,350000,1663,1,1,1,2,1,400001
2,70000,660,1,1,1,2,1,400001
2,32000,700,1,0,1,2,1,400001
1,22000,377,0,2,1,2,0,400001
2,35000,650,1,1,2,2,1,400001
2,47000,650,1,2,1,2,1,400001
4,400000,2080,1,1,1,5,1,400001
2,31000,700,0,1,1,2,0,400001
1,60000,430,1,0,1,1,1,400001
2,58000,650,1,2,2,2,1,400001
3,85000,890,1,0,1,2,1,400001
2,45000,965,0,2,1,2,1,400001
1,7500,630,0,1,1,2,1,400001
4,250000,2100,1,1,1,4,1,400001
3,150000,1100,1,0,2,3,1,400001
2,80000,730,1,1,1,2,0,400001
3,75000,1380,1,1,1,3,1,400001
3,66000,1100,1,1,1,3,1,400001
1,45000,450,1,1,0,1,1,400001
1,22000,500,0,2,1,1,0,400001
3,65000,1100,1,1,0,3,1,400001
3,55000,868,1,2,2,3,1,400001
2,55000,750,1,1,1,2,1,400001
1,36000,540,0,2,1,2,0,400001
4,230000,2100,1,0,2,5,1,400001
1,22000,450,1,1,2,2,1,400001
3,170000,1600,1,1,2,4,1,400001
1,34000,560,0,1,0,2,0,400001
1,45000,500,1,2,0,1,1,400001
1,14000,305,1,2,1,1,1,400001
3,75000,970,1,0,1,2,0,400001
1,7000,480,1,2,1,1,0,400001
2,55000,720,1,1,1,2,1,400001
2,55000,950,1,1,2,2,1,400001
4,700000,3200,1,0,1,4,1,400001
3,140000,1450,1,0,2,3,1,400001
2,42000,774,1,1,2,2,1,400001
1,27000,450,0,2,2,1,1,400001
3,60000,1000,1,1,0,3,1,400001
1,17000,340,0,1,1,1,0,400001
1,30000,430,1,1,1,2,1,400001
2,45000,722,1,2,1,2,1,400001
3,90000,1152,1,0,1,2,1,400001
1,25000,641,0,2,1,1,0,400001
2,70000,810,1,0,1,2,1,400001
2,90000,800,1,0,2,2,1,400001
2,110000,875,1,2,1,2,1,400001
2,20000,700,0,2,2,2,0,400001
1,35000,420,0,1,1,1,0,400001
3,80000,1400,1,0,1,3,0,400001
2,54500,758,1,1,1,2,1,400001
4,350000,2880,1,2,0,5,1,400001
1,45000,480,1,0,1,2,1,400001
1,38000,550,1,2,0,2,1,400001
2,90000,900,1,1,0,2,1,400001
1,22000,400,0,2,1,1,0,400001
2,70000,760,1,1,1,2,1,400001
4,380000,2800,1,2,0,5,1,400001
1,50000,400,1,1,1,1,1,400001
4,680000,1962,1,1,1,5,1,400001
3,140000,1100,1,1,1,3,1,400001
2,40000,800,0,1,1,2,0,400001
2,32000,590,1,2,2,2,1,400001
2,78000,600,1,1,1,2,1,400001
4,280000,2500,1,1,1,6,1,400001
2,45000,670,1,2,1,2,1,400001
2,65000,960,1,1,1,2,1,400001
2,65000,1500,0,1,1,3,0,400001
1,35000,500,0,1,1,1,0,400001
3,90000,1120,1,0,2,2,1,400001
4,250000,2729,1,1,0,5,1,400001
3,70000,3354,1,0,1,3,1,560001
2,10500,800,0,1,1,2,0,560001
2,13000,1000,0,1,1,2,0,560001
2,17000,1040,0,0,1,2,0,560001
3,21000,1403,0,1,1,3,0,560001
2,10000,600,0,0,1,1,0,560001
4,61500,2608,1,1,0,3,1,560001
2,13000,850,1,1,2,2,1,560001
1,7500,400,0,2,1,1,0,560001
2,17000,1000,0,1,1,2,0,560001
3,25000,1350,1,1,0,3,0,560001
2,10500,800,1,1,1,2,0,560001
1,8000,350,0,1,1,1,0,560001
1,9500,900,0,1,1,1,0,560001
3,50000,2000,1,1,1,3,1,560001
2,13000,700,0,1,1,2,0,560001
1,13500,600,0,1,1,1,0,560001
2,13000,700,1,1,1,1,0,560001
1,15000,600,0,1,0,1,1,560001
2,15000,1400,0,0,1,3,0,560001
1,7000,600,0,2,1,1,0,560001
2,25000,770,0,0,1,2,0,560001
2,17000,900,1,1,2,2,0,560001
1,7500,500,0,0,1,1,0,560001
2,15000,1100,0,2,1,2,0,560001
1,7500,500,0,1,1,1,0,560001
3,25000,1260,0,0,1,3,0,560001
3,54000,1750,1,1,1,3,1,560001
1,14500,600,1,1,0,1,1,560001
1,4500,450,0,1,1,1,0,560001
2,10500,800,0,1,1,1,0,560001
1,5500,400,0,2,1,1,0,560001
2,16000,600,1,2,0,2,0,560001
1,7000,400,0,2,1,1,0,560001
2,12500,900,0,0,1,2,0,560001
2,10000,1200,0,1,1,1,0,560001
2,18000,1045,1,1,0,2,0,560001
3,28000,1021,1,0,0,3,0,560001
3,12000,1200,0,2,1,2,0,560001
2,13000,1000,1,2,1,1,0,560001
2,50000,1280,1,0,1,2,1,560001
1,7000,450,1,1,1,1,0,560001
2,30000,450,0,2,1,2,0,560001
1,10000,600,0,1,1,2,0,560001
2,15000,800,0,1,1,2,0,560001
1,7500,500,0,2,1,1,0,560001
3,45000,1680,0,1,1,3,1,560001
3,65000,2000,1,1,0,3,1,560001
1,12000,500,1,1,0,1,1,560001
1,7000,500,1,1,0,1,0,560001
1,9000,800,0,2,1,1,0,560001
2,23000,1100,0,1,2,2,0,560001
2,30000,1200,0,1,1,2,0,560001
1,8000,500,1,2,1,1,0,560001
2,16000,1155,0,1,2,2,0,560001
1,7500,440,0,1,1,1,0,560001
2,20000,1040,1,1,1,2,1,560001
4,110000,2900,1,0,0,4,1,560001
3,30000,1200,0,1,1,2,0,560001
3,20000,1600,0,1,2,3,1,560001
4,84000,3150,1,2,0,4,0,560001
2,17000,1000,0,1,1,2,0,560001
2,15000,1200,0,1,1,2,0,560001
1,6000,400,0,1,1,1,0,560001
2,16000,950,1,0,1,3,0,560001
2,9500,530,1,1,1,1,0,560001
1,8000,300,1,2,1,1,0,560001
2,15000,1000,0,1,1,2,0,560001
1,12000,450,0,2,1,1,0,560001
1,10000,600,1,1,0,1,0,560001
2,16000,1100,0,2,1,2,0,560001
1,11000,400,0,2,1,1,0,560001
2,11000,700,0,2,1,2,0,560001
2,20000,1105,0,1,1,2,0,560001
3,24000,1430,0,1,1,2,0,560001
2,14500,850,0,1,1,2,0,560001
1,4000,650,0,2,1,1,0,560001
2,12000,1200,0,2,1,2,0,560001
2,8500,600,0,2,1,2,0,560001
1,9000,400,1,1,1,1,0,560001
4,180000,2800,1,0,2,4,1,560001
2,10500,1100,0,1,1,2,0,560001
2,12000,900,0,2,0,2,0,560001
3,32000,1300,0,1,1,2,0,560001
2,15000,1000,0,1,1,3,0,560001
3,21000,1000,1,0,1,3,0,560001
2,12000,900,1,2,1,2,1,560001
1,7000,800,1,2,1,1,1,560001
2,15000,750,0,2,1,2,0,560001
2,11400,1100,1,2,0,2,0,560001
2,15000,1200,0,1,1,2,0,560001
2,19000,1000,1,1,1,2,1,560001
2,27000,1000,1,1,0,2,1,560001
3,48000,2000,1,1,1,3,1,560001
1,7000,550,0,1,1,1,0,560001
2,15000,1130,0,2,2,2,0,560001
2,10000,600,0,1,1,2,0,560001
1,7000,100,1,1,1,1,0,560001
2,9000,500,0,1,1,1,0,560001
1,8000,600,0,2,1,1,0,560001
2,35000,1200,1,1,0,2,1,560001
2,16000,850,0,1,1,2,0,560001
1,4500,600,0,2,1,1,0,560001
2,16000,600,0,2,1,1,0,560001
2,10000,700,0,1,1,1,0,560001
1,8000,400,1,2,1,1,0,560001
1,6000,400,0,1,1,1,0,560001
2,13000,1000,1,2,1,2,0,560001
2,10000,1200,0,1,1,2,0,560001
3,55000,1603,1,1,1,3,1,560001
3,15000,1200,0,1,2,3,0,560001
1,12000,420,1,1,1,1,1,560001
2,9000,1200,0,1,1,2,0,560001
3,36000,1771,0,1,1,3,1,560001
3,37000,1200,0,1,1,3,0,560001
2,6000,700,0,2,1,1,0,560001
1,17000,610,0,1,1,1,0,560001
1,8000,800,0,2,1,1,0,560001
1,7500,550,0,1,1,1,0,560001
2,9500,750,0,1,1,1,0,560001
2,13500,700,1,1,0,2,0,560001
1,9000,600,1,1,1,1,0,560001
1,7000,360,0,2,1,1,0,560001
2,12000,800,0,2,1,2,0,560001
4,100000,3700,1,1,1,5,1,560001
2,12000,1200,0,2,1,2,0,560001
1,8500,480,0,0,1,1,0,560001
2,18000,1000,0,1,1,2,0,560001
1,11000,800,0,1,2,1,0,560001
3,18000,900,0,0,1,2,0,560001
3,17000,1450,0,1,1,3,0,560001
1,6500,400,0,2,1,1,0,560001
2,11500,700,0,1,1,2,0,560001
2,22000,1000,1,1,1,2,1,560001
1,13000,450,1,0,1,1,0,560001
3,20000,773,1,1,0,2,1,560001
2,10000,1200,0,1,1,2,0,560001
2,15000,1000,0,2,1,2,0,560001
1,8000,150,0,2,1,1,0,560001
2,12000,865,0,1,1,2,0,560001
1,20000,600,0,1,1,1,0,560001
2,20000,800,0,1,1,1,0,560001
1,8000,200,0,1,1,1,0,560001
1,11000,600,1,2,0,2,0,560001
3,40000,1840,1,1,1,2,1,560001
2,10000,800,0,1,1,2,0,560001
3,30000,1600,1,1,2,2,1,560001
2,8000,600,0,2,1,1,0,560001
2,15000,1100,1,2,0,2,0,560001
2,12000,950,0,1,1,2,0,560001
2,12000,905,0,1,2,2,0,560001
3,20000,1200,1,1,0,2,0,560001
3,13000,1000,0,1,1,1,0,560001
2,17500,1080,0,0,1,2,0,560001
1,8000,600,0,1,1,1,0,560001
2,8500,1000,0,1,1,2,0,560001
1,7500,600,0,1,1,1,0,560001
2,22000,1100,0,1,1,2,0,560001
1,6000,300,0,2,1,1,0,560001
2,32900,1200,1,0,1,1,1,560001
2,15000,800,0,0,1,1,0,560001
2,10000,535,0,2,1,1,0,560001
2,10000,800,0,2,1,2,0,560001
3,21000,1159,0,2,1,2,0,560001
4,63000,2650,1,2,0,5,1,560001
1,6900,50,1,1,0,1,0,560001
2,14000,700,0,2,1,1,0,560001
1,14500,550,0,1,0,1,1,560001
1,6500,700,0,1,1,1,0,560001
2,13000,600,0,2,1,2,0,560001
2,8000,600,0,1,1,1,0,560001
2,18000,1000,0,1,1,1,0,560001
2,20000,1100,0,1,1,3,0,560001
1,14000,750,1,1,1,1,0,560001
4,50000,2900,0,0,1,4,0,560001
2,14500,990,0,2,1,2,0,560001
2,15000,1300,0,0,1,2,0,560001
1,11500,550,1,1,1,1,0,560001
3,15000,1360,0,1,1,2,0,560001
2,12000,600,1,1,0,2,0,560001
2,18000,1200,1,1,1,2,0,560001
2,15000,1050,0,1,1,2,0,560001
2,12000,840,0,1,1,2,0,560001
2,25000,1050,0,1,1,2,0,560001
3,150000,3250,1,0,1,4,1,560001
1,10000,500,0,2,1,1,0,560001
2,8000,900,0,1,1,1,0,560001
2,40000,1300,1,1,1,2,1,560001
2,12000,600,0,2,1,1,0,560001
2,16000,900,1,1,1,1,1,560001
2,23000,1100,1,1,1,2,1,560001
2,25000,1100,1,1,1,2,1,560001
1,7000,600,0,2,1,1,0,560001
2,17500,1250,1,2,0,2,0,560001
1,10000,415,1,1,1,1,1,560001
3,39000,1200,0,0,1,3,0,560001
3,22000,1200,1,2,0,2,0,560001
2,18000,1000,0,1,2,2,0,560001
2,23000,1300,0,0,1,2,0,560001
2,20000,1150,1,2,1,2,0,560001
1,10000,450,1,1,1,1,0,560001
1,15000,600,1,1,1,1,1,560001
2,17000,1000,0,1,1,2,0,560001
3,56000,1900,1,2,0,3,1,560001
3,43000,1700,1,1,1,3,1,560001
2,25000,1100,1,1,1,2,0,560001
1,9000,500,1,1,1,1,0,560001
3,31000,1757,0,1,1,3,0,560001
1,6000,300,0,1,1,1,0,560001
1,5000,500,0,1,1,1,0,560001
2,16000,1200,0,2,0,2,0,560001
1,20000,800,1,1,2,1,1,560001
3,28000,1281,0,1,1,3,0,560001
2,18000,1450,1,1,1,2,0,560001
1,12000,600,0,1,0,1,1,560001
2,20000,980,0,0,2,2,0,560001
3,25000,1500,0,1,0,3,1,560001
3,35000,1800,0,1,1,3,1,560001
1,7000,400,0,2,1,1,0,560001
1,7500,600,1,2,0,1,0,560001
2,14000,1100,1,1,1,2,0,560001
2,20000,1100,1,1,0,2,0,560001
4,380000,3500,1,1,0,5,1,560001
2,21000,1100,1,2,1,2,0,560001
2,15000,700,0,1,1,2,0,560001
1,5500,600,1,2,0,1,0,560001
2,10000,700,0,2,1,2,0,560001
1,7000,250,0,1,1,1,0,560001
2,11500,1200,0,1,1,1,0,560001
3,22000,1450,0,1,1,3,0,560001
2,19000,1221,1,2,0,2,0,560001
2,15000,1250,0,1,1,2,0,560001
2,10500,700,1,1,2,1,0,560001
2,12000,700,1,1,1,2,0,560001
1,7000,200,0,1,1,1,0,560001
2,15000,1200,1,1,1,2,0,560001
2,23000,600,0,1,1,2,0,560001
1,6500,600,0,1,1,1,0,560001
3,29000,1800,1,1,1,3,0,560001
2,12000,900,1,2,1,2,0,560001
2,10000,1000,0,1,0,2,0,560001
2,12500,500,1,1,1,2,0,560001
3,32000,1800,0,1,1,3,0,560001
1,8000,416,0,2,1,1,0,560001
2,10500,600,0,1,1,1,0,560001
1,6000,400,0,2,1,1,0,560001
3,16000,1200,0,1,1,2,0,560001
3,45000,1600,1,1,1,3,1,560001
1,6000,500,0,1,1,1,0,560001
1,5000,500,0,1,2,1,0,560001
3,14000,1800,0,1,1,3,0,560001
2,20000,900,1,0,1,2,0,560001
1,11000,550,1,1,1,1,1,560001
1,5500,600,0,2,0,1,0,560001
3,55000,1800,1,2,0,3,1,560001
2,15000,976,0,1,1,1,0,560001
1,8500,350,0,1,1,1,0,560001
2,15000,1100,1,1,1,2,0,560001
2,12000,500,0,2,1,1,0,560001
1,7500,600,1,1,0,1,0,560001
2,16000,1100,0,1,1,2,0,560001
2,20000,1150,1,0,2,2,1,560001
2,14500,850,0,1,1,2,1,560001
1,6000,600,0,1,1,1,0,560001
2,14000,900,1,1,0,2,1,560001
1,7000,300,0,1,1,1,0,560001
2,27500,1130,0,1,1,2,0,560001
2,18000,1200,0,2,1,2,0,560001
2,10000,1000,0,1,1,2,0,560001
3,31000,1700,0,0,2,3,0,560001
2,15000,1100,1,1,1,2,1,560001
1,11000,300,0,1,1,1,0,560001
1,4500,600,0,2,1,1,0,560001
1,10000,1000,0,1,1,2,0,560001
2,10000,1200,0,2,1,2,0,560001
1,9000,500,0,1,1,1,0,560001
2,16000,1050,0,1,1,2,0,560001
1,5000,350,1,2,1,1,0,560001
2,10000,1000,0,1,1,2,0,560001
1,15000,600,1,1,1,1,1,560001
1,3500,150,0,2,1,1,0,560001
2,16000,1400,0,0,1,2,0,560001
2,17000,1387,0,1,1,3,0,560001
3,30000,1350,0,0,1,2,0,560001
2,12000,1020,1,2,1,2,0,560001
1,9000,600,1,1,1,1,0,560001
1,6000,400,0,1,1,1,0,560001
1,20000,550,1,1,0,1,1,560001
3,30000,1400,1,0,1,2,0,560001
2,20000,1050,1,1,1,2,1,560001
2,15000,800,0,2,1,2,0,560001
2,20000,1100,0,2,1,2,0,560001
3,25000,1500,0,1,1,2,0,560001
1,9000,800,1,1,1,1,0,560001
2,17000,800,1,1,0,1,0,560001
2,16500,1200,0,1,1,2,0,560001
1,7000,450,0,2,1,1,0,560001
3,30000,1425,0,1,1,2,0,560001
2,8500,720,0,1,1,2,0,560001
1,8000,700,1,1,1,1,0,560001
2,20000,1100,0,1,1,2,0,560001
3,30000,1645,1,1,1,3,1,560001
3,120000,3276,0,1,1,3,1,560001
1,7000,500,0,2,1,1,0,560001
2,10000,600,0,0,1,2,0,560001
1,5000,600,0,1,1,1,0,560001
3,30000,1893,0,1,0,4,1,560001
1,6500,450,0,2,0,1,0,560001
1,10000,650,1,1,0,1,1,560001
1,18000,400,1,2,0,1,1,560001
2,30000,1296,1,1,1,2,1,560001
2,20000,1000,1,1,0,2,1,560001
1,16500,600,1,2,0,1,1,560001
1,15000,600,0,0,1,1,0,560001
4,130000,4800,1,1,1,4,1,560001
2,15000,1000,0,1,1,1,0,560001
1,70000,800,1,2,0,1,0,560001
1,22000,455,1,1,1,1,1,560001
2,9750,575,1,1,0,2,0,560001
2,23000,1066,0,2,1,2,0,560001
2,12000,850,0,1,1,1,0,560001
3,60000,1550,1,1,1,3,1,560001
2,11000,1000,0,1,1,2,0,560001
2,12000,800,0,1,1,1,0,560001
1,11000,450,1,1,1,1,1,560001
2,19000,1350,1,1,1,2,0,560001
2,10000,1350,0,1,1,2,0,560001
1,7500,600,0,1,1,1,0,560001
3,55000,2150,0,1,0,3,1,560001
2,11000,1080,0,1,1,2,0,560001
3,50000,1450,0,1,1,3,1,560001
2,13500,700,0,2,1,2,0,560001
2,16500,1200,0,1,1,2,0,560001
3,120000,2110,1,2,0,3,1,560001
1,7000,500,0,1,1,1,0,560001
2,10000,850,0,1,1,1,0,560001
1,7000,400,0,2,1,1,0,560001
1,18000,800,0,0,1,1,0,560001
1,11000,600,0,1,2,1,0,560001
1,9000,450,0,2,1,1,0,560001
3,60000,2080,1,1,2,3,0,560001
3,3500000,2500,1,1,0,3,1,560001
2,12500,650,0,1,1,1,0,560001
2,16000,1100,0,1,1,2,0,560001
2,30000,1025,1,1,1,2,1,560001
2,17000,1100,1,1,0,2,1,560001
1,8000,350,0,2,1,1,0,560001
2,16500,1050,0,0,1,2,0,560001
2,13000,600,0,1,1,1,0,560001
2,12000,800,0,1,2,2,0,560001
2,17000,700,0,1,1,2,0,560001
3,15000,750,0,1,1,2,0,560001
3,35000,1600,0,1,1,3,0,560001
2,13000,1180,1,1,2,2,0,560001
2,12000,1400,0,1,1,2,0,560001
1,10000,750,0,1,1,1,0,560001
2,9000,580,1,1,0,1,0,560001
1,6000,350,0,2,1,1,0,560001
2,8900,1100,0,1,1,2,0,560001
3,40000,1900,1,2,0,3,1,560001
2,24000,1105,1,0,1,2,1,560001
2,18500,1080,1,0,1,2,0,560001
2,16000,1281,0,1,1,2,0,560001
1,8000,600,0,1,1,1,0,560001
2,15000,850,0,1,1,2,0,560001
2,27000,1200,0,1,1,2,0,560001
2,17000,900,0,0,1,2,0,560001
3,50000,1250,1,1,1,3,1,560001
2,14000,800,1,2,0,2,0,560001
1,5000,500,0,2,1,1,0,560001
2,8000,600,0,1,1,2,0,560001
3,20000,904,0,0,1,2,0,560001
2,15000,750,0,1,1,2,0,560001
3,20000,1252,1,1,1,2,0,560001
2,11000,1200,0,1,1,2,0,560001
2,8500,440,0,0,1,2,0,560001
3,22500,1600,1,1,1,3,1,560001
2,15000,1200,0,0,1,2,0,560001
2,11000,950,1,1,1,2,0,560001
2,11000,800,0,2,1,2,0,560001
2,9000,1000,1,1,1,1,0,560001
3,120000,2770,0,1,1,3,1,560001
2,15000,800,0,1,1,1,0,560001
1,7000,400,0,1,1,1,0,560001
1,5000,144,0,1,1,1,0,560001
1,18000,600,0,0,1,1,0,560001
3,45000,2200,1,1,0,3,1,560001
2,21000,1005,1,1,1,3,1,560001
2,10000,1200,0,1,1,2,0,560001
2,15000,1180,0,1,2,2,0,560001
2,11000,900,0,1,1,2,0,560001
1,7500,500,1,1,1,1,0,560001
3,22000,1100,1,1,2,2,0,560001
2,17000,1100,0,1,1,2,0,560001
1,6000,400,0,1,1,1,0,560001
2,20000,1250,0,1,2,2,0,560001
2,18000,600,0,2,1,2,0,560001
2,13000,780,1,1,1,1,1,560001
2,38000,1274,1,1,1,2,1,560001
2,36000,1200,1,0,1,2,1,560001
1,7500,400,0,2,1,1,0,560001
1,9000,500,0,2,1,1,0,560001
3,18000,1100,1,1,0,3,0,560001
1,6500,700,0,2,0,1,0,560001
2,6000,600,0,1,1,1,0,560001
2,18000,1200,1,1,1,2,0,560001
2,12000,900,0,1,1,2,0,560001
3,75000,1850,1,1,0,3,1,560001
2,25000,900,0,2,2,2,0,560001
2,20000,1050,0,1,1,2,0,560001
2,8000,1200,0,1,1,2,0,560001
2,11000,600,0,2,1,2,0,560001
3,65000,1480,1,0,2,2,1,560001
1,6000,400,0,1,1,1,0,560001
4,160000,4500,1,2,0,4,1,560001
1,11000,600,0,1,1,1,0,560001
2,20000,1100,0,2,1,2,0,560001
1,5500,600,0,2,1,1,0,560001
3,12000,1100,0,1,1,3,0,560001
3,21500,1320,0,1,1,2,0,560001
2,9300,500,0,2,1,1,0,560001
1,6000,600,0,2,1,1,0,560001
2,13000,650,0,2,1,1,0,560001
1,7000,300,1,2,1,1,0,560001
2,14000,1000,0,2,1,2,0,560001
2,14000,1200,0,1,1,2,0,560001
1,6000,650,0,1,1,1,0,560001
1,12500,600,0,2,1,1,0,560001
1,7000,400,1,1,0,1,0,560001
2,13000,1000,0,0,1,2,0,560001
2,20000,1100,1,1,1,2,0,560001
2,24000,1300,0,2,0,2,0,560001
1,6000,600,0,2,1,1,0,560001
2,15000,800,0,1,1,2,0,560001
2,20000,1115,0,0,1,2,0,560001
2,17000,1060,1,2,0,2,0,560001
3,35000,1278,0,1,1,2,0,560001
3,22000,1500,0,1,1,3,0,560001
2,18000,1000,1,1,0,2,1,560001
4,120000,4105,1,1,1,4,1,560001
2,10000,800,0,1,1,2,0,560001
2,8000,500,0,1,1,1,0,560001
2,9500,700,0,1,1,1,0,560001
2,9000,1055,1,1,0,2,1,560001
3,31000,1325,1,1,1,2,0,560001
2,14000,950,0,2,1,2,0,560001
1,7000,450,1,1,1,1,0,560001
3,24000,1200,0,1,1,2,0,560001
1,8000,400,1,1,1,1,0,560001
1,22000,400,0,1,1,1,0,560001
2,12000,600,0,1,1,2,0,560001
1,5000,500,0,2,1,1,0,560001
1,6000,400,0,2,1,1,0,560001
2,30000,1100,0,0,1,2,0,560001
2,12000,650,0,1,1,2,0,560001
2,15000,600,0,1,1,2,0,560001
2,14000,800,0,0,1,2,0,560001
1,22000,460,1,1,1,1,1,560001
2,40000,1380,1,1,1,2,1,560001
1,12000,500,0,1,1,1,0,560001
2,15000,825,0,2,1,2,0,560001
2,9500,700,0,1,1,2,0,560001
2,15000,1110,1,2,0,2,0,560001
2,15000,800,0,1,1,2,0,560001
2,10000,810,0,1,1,1,0,560001
4,15000,1150,0,1,1,3,0,560001
1,7000,700,0,1,1,1,0,560001
1,10000,300,0,2,1,1,0,560001
3,26969,1400,0,1,1,3,0,560001
1,8000,450,1,2,0,1,0,560001
3,52000,1603,1,1,1,3,1,560001
3,30000,1500,0,1,1,2,0,560001
1,6500,200,0,1,0,1,0,560001
3,22000,1500,0,0,1,3,0,560001
1,10000,600,0,1,1,1,0,560001
1,6000,150,0,0,1,1,0,560001
2,13000,750,0,1,1,2,0,560001
2,18000,1300,0,1,1,2,0,560001
4,30000,1900,0,2,1,3,0,560001
2,10000,300,1,1,1,2,0,560001
1,15000,700,0,1,1,2,0,560001
2,70000,1325,1,1,2,2,1,560001
2,19000,894,1,2,0,2,0,560001
2,20000,1100,0,1,1,2,0,560001
2,9000,600,0,2,1,2,0,560001
1,5000,500,0,0,1,1,0,560001
2,27500,1000,1,0,1,2,0,560001
2,16000,850,0,1,1,2,0,560001
1,12000,400,1,1,1,1,0,560001
3,75000,2400,1,1,1,4,1,560001
2,20000,1200,0,1,1,2,0,560001
1,7000,500,0,2,1,1,0,560001
1,11000,550,0,1,1,1,0,560001
1,13500,450,1,1,0,1,0,560001
1,17000,430,0,1,1,1,0,560001
3,55000,2430,0,1,1,3,0,560001
1,13000,500,0,0,1,2,0,560001
2,11000,600,0,1,1,1,0,560001
2,16000,805,1,0,1,2,0,560001
2,23500,950,0,1,1,2,0,560001
2,8500,1000,1,2,0,2,1,560001
3,30000,1350,0,0,1,3,0,560001
3,22000,1500,1,0,1,2,0,560001
2,15000,1000,1,2,0,2,0,560001
3,15000,800,0,1,1,3,0,560001
2,10000,1000,1,2,0,1,0,560001
2,12500,800,0,0,1,2,0,560001
3,24000,1550,1,1,0,3,0,560001
2,32000,1000,0,2,1,2,0,560001
2,19000,800,0,2,1,2,0,560001
1,9000,700,0,0,1,1,0,560001
2,5500,500,0,0,1,2,0,560001
1,15000,500,1,1,1,1,0,560001
2,14000,900,0,1,1,2,0,560001
3,27000,1200,0,2,0,2,0,560001
2,14000,1000,0,1,1,2,0,560001
3,43000,1680,1,2,0,3,1,560001
2,30000,1100,1,1,0,2,1,560001
2,50000,1200,1,0,0,1,1,560001
1,15000,900,1,1,1,2,0,560001
3,25000,1600,1,1,0,3,1,560001
2,25500,1475,1,0,1,2,1,560001
1,6000,300,0,2,1,1,0,560001
1,5000,400,0,2,1,1,0,560001
1,10000,550,0,1,2,1,0,560001
1,15000,400,0,2,1,1,0,560001
1,5000,500,0,2,2,1,0,560001
3,17000,1200,0,2,1,3,0,560001
2,14000,1300,0,1,1,2,0,560001
3,35000,2100,0,0,1,3,0,560001
2,35000,800,1,1,1,1,0,560001
2,16000,800,1,1,1,1,1,560001
4,130000,4341,1,1,1,4,1,560001
2,35000,1300,0,1,1,2,0,560001
1,10000,400,1,1,1,1,0,560001
2,12000,800,0,2,1,2,0,560001
2,10500,1000,0,2,1,1,0,560001
1,8000,400,0,1,1,1,0,560001
2,15000,1100,1,1,0,2,1,560001
2,25000,1200,1,1,1,2,1,560001
2,9000,600,0,1,1,2,0,560001
2,30000,1700,0,1,1,2,0,560001
2,22000,846,1,1,1,2,0,560001
2,14000,1100,0,2,1,2,0,560001
2,12000,700,1,1,2,1,0,560001
2,10000,110,1,2,1,2,0,560001
3,25000,900,0,1,1,3,0,560001
1,25000,420,1,1,0,1,1,560001
2,16000,800,0,1,1,2,0,560001
3,60000,1500,1,1,0,3,1,560001
1,7000,900,0,1,1,1,0,560001
3,21000,1600,0,1,1,3,0,560001
4,250000,5700,1,1,1,4,1,560001
1,19000,625,1,2,0,1,1,560001
4,42500,1760,1,2,1,3,0,560001
2,11000,600,0,0,0,1,0,560001
2,18000,1200,0,1,1,2,0,560001
